timestamp,power_w,util_gpu_pct,util_mem_pct,mem_used_mib,clocks_sm_mhz,temp_c
2026/07/07 18:22:52.090,95.8,0.0,0.0,1515.0,1785.0,47.0
2026/07/07 18:22:53.113,178.25,100.0,81.0,3927.0,1770.0,50.0
2026/07/07 18:22:54.108,289.94,100.0,3.0,4271.0,1785.0,49.0
2026/07/07 18:22:55.111,273.55,100.0,28.0,4959.0,1785.0,52.0
2026/07/07 18:22:56.090,356.78,97.0,21.0,4959.0,1785.0,52.0
2026/07/07 18:22:57.090,275.88,100.0,3.0,5433.0,1785.0,51.0
2026/07/07 18:22:58.097,202.36,100.0,4.0,5433.0,1785.0,51.0
2026/07/07 18:22:59.110,354.48,100.0,65.0,6381.0,1755.0,53.0
2026/07/07 18:23:00.097,398.69,100.0,61.0,6381.0,1530.0,55.0
2026/07/07 18:23:01.119,388.25,100.0,58.0,6381.0,1725.0,54.0
2026/07/07 18:23:02.102,398.22,100.0,59.0,6381.0,1515.0,56.0
2026/07/07 18:23:03.122,391.95,100.0,59.0,6381.0,1725.0,56.0
2026/07/07 18:23:04.118,398.89,100.0,58.0,6381.0,1680.0,57.0
2026/07/07 18:23:05.121,396.64,100.0,58.0,6381.0,1695.0,57.0
2026/07/07 18:23:06.124,398.12,100.0,58.0,6381.0,1680.0,58.0
2026/07/07 18:23:07.119,396.34,100.0,57.0,6381.0,1590.0,59.0
2026/07/07 18:23:08.120,396.51,100.0,58.0,6381.0,1440.0,60.0
2026/07/07 18:23:09.100,394.38,100.0,59.0,6381.0,1470.0,60.0
2026/07/07 18:23:10.097,399.88,100.0,60.0,6381.0,1545.0,61.0
2026/07/07 18:23:11.126,394.51,100.0,61.0,6381.0,1470.0,61.0
