timestamp,power_w,util_gpu_pct,util_mem_pct,mem_used_mib,clocks_sm_mhz,temp_c
2026/07/07 18:52:35.719,102.45,0.0,0.0,1521.0,1785.0,56.0
2026/07/07 18:52:36.741,155.58,60.0,41.0,3307.0,1785.0,58.0
2026/07/07 18:55:09.963,91.23,0.0,0.0,1521.0,1785.0,42.0
2026/07/07 18:55:10.987,159.73,58.0,51.0,3307.0,1785.0,44.0
2026/07/07 18:55:11.965,259.72,97.0,3.0,3631.0,1785.0,44.0
2026/07/07 18:55:12.966,212.16,97.0,16.0,3955.0,1785.0,44.0
2026/07/07 18:55:13.984,111.21,69.0,3.0,3955.0,1785.0,44.0
2026/07/07 18:55:14.966,253.31,95.0,47.0,3955.0,1785.0,47.0
2026/07/07 18:55:15.983,193.39,100.0,6.0,3955.0,1785.0,46.0
2026/07/07 18:55:16.969,241.7,100.0,22.0,4603.0,1785.0,47.0
2026/07/07 18:55:17.988,207.54,100.0,18.0,4603.0,1785.0,47.0
2026/07/07 18:55:18.968,207.52,100.0,19.0,4603.0,1785.0,47.0
2026/07/07 18:55:19.988,207.19,100.0,20.0,4603.0,1785.0,47.0
2026/07/07 18:55:20.989,212.2,100.0,19.0,4603.0,1785.0,47.0
2026/07/07 18:55:21.989,207.27,67.0,13.0,4603.0,1785.0,47.0
2026/07/07 18:55:22.986,206.92,100.0,17.0,4603.0,1785.0,48.0
2026/07/07 18:55:23.989,212.04,100.0,18.0,4603.0,1785.0,48.0
2026/07/07 18:55:24.984,210.24,100.0,19.0,4603.0,1785.0,48.0
2026/07/07 18:55:25.987,208.81,100.0,19.0,4603.0,1785.0,49.0
2026/07/07 18:55:26.988,212.25,100.0,18.0,4603.0,1785.0,49.0
2026/07/07 18:55:27.988,213.2,86.0,15.0,4603.0,1785.0,49.0
2026/07/07 18:55:28.987,209.56,100.0,19.0,4603.0,1785.0,49.0
2026/07/07 18:55:29.987,213.58,99.0,22.0,4603.0,1785.0,49.0
2026/07/07 18:55:30.993,212.9,85.0,15.0,4603.0,1785.0,49.0
2026/07/07 18:55:31.987,208.39,100.0,19.0,4603.0,1785.0,50.0
2026/07/07 18:55:32.978,211.37,100.0,21.0,4603.0,1785.0,50.0
2026/07/07 18:55:33.988,212.62,100.0,19.0,4603.0,1785.0,50.0
2026/07/07 18:55:34.989,211.59,100.0,19.0,4603.0,1785.0,51.0
2026/07/07 18:55:35.974,211.97,100.0,21.0,4603.0,1785.0,51.0
2026/07/07 18:55:36.988,215.36,100.0,19.0,4603.0,1785.0,51.0
2026/07/07 18:55:37.987,211.64,100.0,19.0,4603.0,1785.0,51.0
2026/07/07 18:55:38.992,212.47,100.0,21.0,4603.0,1785.0,51.0
2026/07/07 18:55:39.991,215.58,100.0,19.0,4603.0,1785.0,52.0
2026/07/07 18:55:40.989,211.49,100.0,19.0,4603.0,1785.0,52.0
2026/07/07 18:55:41.994,212.53,100.0,19.0,4603.0,1785.0,52.0
2026/07/07 18:55:42.975,213.02,100.0,18.0,4603.0,1785.0,52.0
2026/07/07 18:55:43.989,214.44,100.0,18.0,4603.0,1785.0,52.0
2026/07/07 18:55:44.992,214.51,100.0,19.0,4603.0,1785.0,52.0
2026/07/07 18:55:45.993,212.08,100.0,19.0,4603.0,1785.0,52.0
2026/07/07 18:55:46.987,211.63,100.0,19.0,4603.0,1785.0,53.0
2026/07/07 18:55:47.992,213.71,99.0,19.0,4603.0,1785.0,53.0
2026/07/07 18:55:48.991,213.9,100.0,18.0,4603.0,1785.0,53.0
2026/07/07 18:55:49.991,215.78,100.0,19.0,4603.0,1785.0,53.0
2026/07/07 18:55:50.992,214.7,100.0,19.0,4603.0,1785.0,53.0
2026/07/07 18:55:51.994,212.57,100.0,18.0,4603.0,1785.0,54.0
