timestamp,power_w,util_gpu_pct,util_mem_pct,mem_used_mib,clocks_sm_mhz,temp_c
2026/07/07 18:19:54.386,93.46,0.0,0.0,1515.0,1785.0,42.0
2026/07/07 18:19:55.424,112.28,18.0,15.0,3303.0,1785.0,42.0
2026/07/07 18:19:56.434,231.79,0.0,0.0,3303.0,1785.0,45.0
2026/07/07 18:19:57.435,184.54,98.0,8.0,3559.0,1785.0,45.0
2026/07/07 18:19:58.437,202.09,98.0,4.0,3815.0,1785.0,44.0
2026/07/07 18:19:59.437,190.94,95.0,45.0,3815.0,1785.0,46.0
2026/07/07 18:20:00.433,266.45,98.0,8.0,4139.0,1785.0,48.0
2026/07/07 18:20:01.436,283.95,97.0,60.0,4787.0,1770.0,50.0
2026/07/07 18:20:02.441,256.67,100.0,30.0,4787.0,1785.0,48.0
2026/07/07 18:20:03.440,262.2,99.0,32.0,4787.0,1785.0,48.0
2026/07/07 18:20:04.439,262.0,99.0,32.0,4787.0,1785.0,49.0
2026/07/07 18:20:05.425,263.79,99.0,32.0,4787.0,1785.0,49.0
2026/07/07 18:20:06.440,260.32,99.0,31.0,4787.0,1785.0,49.0
2026/07/07 18:20:07.443,260.77,99.0,32.0,4787.0,1785.0,50.0
2026/07/07 18:20:08.452,262.07,99.0,32.0,4787.0,1785.0,50.0
2026/07/07 18:20:09.445,250.27,100.0,31.0,5509.0,1785.0,50.0
2026/07/07 18:20:10.448,265.92,99.0,31.0,5515.0,1785.0,51.0
2026/07/07 18:20:11.447,262.52,99.0,32.0,5515.0,1785.0,51.0
2026/07/07 18:20:12.453,262.54,99.0,31.0,5821.0,1785.0,52.0
2026/07/07 18:20:13.447,269.81,100.0,65.0,5821.0,1785.0,52.0
2026/07/07 18:20:14.457,259.44,100.0,30.0,5821.0,1785.0,52.0
2026/07/07 18:20:15.444,267.42,99.0,31.0,6097.0,1785.0,53.0
2026/07/07 18:20:16.449,264.57,99.0,31.0,6097.0,1785.0,53.0
2026/07/07 18:20:17.446,261.15,99.0,32.0,6099.0,1785.0,53.0
